PART_ID,ps_factor,ps_weighted,ps_mean,temporal_score,inspection_score
Y2-S2-002K25,-0.5708749696869665,-0.457995657454136,-0.3779962687778473,-0.45143721797057873,-0.30455531958511595
Y2-S2-003K22,0.22818771542979557,0.14344216952973113,0.01893246939506093,-0.3889312042877768,0.4267961430778986
Y2-S2-004K21,-0.8280063520800118,-0.7783610116464323,-0.8688190689185725,-0.9505061659280396,-0.7871319719091053
Y2-S2-008K23,3.905451108040277,3.2250300993605188,2.7439609237772045,1.7376166905009427,3.7503051570534662
Y2-S2-009K22,-0.2399320455604249,-0.1722079716241628,-0.05183627420871942,0.015308494623402225,-0.11898104304084106
Y2-S2-010K21,-0.8269379536240558,-0.7476643961040691,-0.7756562222363045,-0.8233536815182774,-0.7279587629543316
Y2-S2-011K24,1.4890642530620957,1.2136339908871192,1.0528117899268212,1.9235749222747922,0.18204865757885022
Y2-S2-012M26,-0.33002069762410235,-0.2966988092536612,-0.31257264235342325,-0.40217246028808007,-0.22297282441876637
Y2-S2-013M31,-0.8091702920016193,-0.7222384241590043,-0.7440389822220363,-0.6469364394260164,-0.8411415250180564
Y2-S2-014K21,-0.9629545983813221,-0.9023983741526872,-0.9561109144371456,-0.6109129377438213,-1.30130889113047
Y2-S2-015K27,-0.014926510669232916,-0.0591387054193612,-0.15434215560015438,-0.09490246746734188,-0.21378184373296688
Y2-S2-017K23,-0.41039651075085065,-0.2928141524231421,-0.08013314368823295,0.5768834562636651,-0.737149743640131
Y2-S2-018K21,-0.528470596291489,-0.47145104922295306,-0.5294076930805379,-1.0225531692924301,-0.036262216868645863
Y2-S2-019K19,-0.4219584462027121,-0.3975967150207729,-0.4197144171571829,-0.40217246028808007,-0.43725637402628564
Y2-S2-020K19,-0.7402410059155989,-0.6639993123060441,-0.66651226024982,-0.8365949375185806,-0.49642958298105927
Y2-S2-021M22,0.3175093146073872,0.36883158731557686,0.46493669711263463,0.11013774366968415,0.8197356505555851
Y2-S2-022M27,-0.6128442381006809,-0.5449869947318675,-0.5801220955910711,-0.7057421867901035,-0.4545020043920387
Y2-S2-024M20,-0.46448984718682873,-0.363387051549394,-0.24734195249979662,0.08735549798779246,-0.5820394029873857
Y2-S2-025K21,-0.8516509694056612,-0.7415205644732519,-0.6766136480928926,-0.29780222156020963,-1.0554250746255756
Y2-S2-026K24,-0.40928932397041906,-0.35522964378349897,-0.34234022868633884,-0.26177871987801427,-0.4229017374946634
Y2-S2-027K22,0.21447964563442273,0.15596275125233183,0.09484230938278725,0.38508450112694237,-0.1953998823613679
Y2-S2-028K24,-0.7631605361165987,-0.6515836588110122,-0.556615531474414,-0.017014740740078013,-1.09621632220875
Y2-S2-029M24,-0.5693404266378905,-0.43384234224382245,-0.2657184159917663,0.25053148407975007,-0.7819683160632827
Y2-S2-030K23,-0.5926365895274599,-0.5614872991050874,-0.6352537555287898,-0.6109129377438213,-0.6595945733137583
Y2-S2-033K24,-0.2673155490369885,-0.23066962013651499,-0.24420845271285008,-0.40217246028808007,-0.08624444513762006
Y2-S2-034K26,0.47641958527472505,0.3833650707840195,0.26867960200129637,-0.07212022178545013,0.6094794257880428
Y2-S2-035K29,0.8478631922373503,0.733427167859642,0.6444562416978712,-0.29780222156020963,1.586714704955952
Y2-S2-037K20,-0.6416145639634435,-0.5857539443474294,-0.6572983290894934,-0.8101124255179739,-0.5044842326610128
Y2-S2-045K30,0.03813594299487777,0.10658721715031177,0.35905982838306194,1.4552694004062547,-0.737149743640131
Y2-S2-047M32,-0.4027364160041508,-0.3801098925820059,-0.41731906896942955,-0.42495470596997187,-0.4096834319688872
Y2-S2-049K21,0.2557031338492498,0.20477659639854623,0.13084199009980013,-0.4609782076521671,0.7226621878517674
Y2-S2-051K23,-0.04162599709152853,-0.03994881312842791,-0.0049613668343449595,0.2997962417622486,-0.3097189754309385
Y2-S2-053K19,-0.2851491681308702,-0.2575319812598112,-0.23559436382742244,-0.3338257232424047,-0.13736300441244015
Y2-S2-054K22,0.2677273434298442,0.30366092603058015,0.4320246152335139,0.4137074701717075,0.4503417602953203
Y2-S2-055K22,-0.29203891135571286,-0.25582693141053053,-0.2693832976426805,-0.3433667129239931,-0.1953998823613679
Y2-S2-056M23,-0.5977351289176032,-0.5445461998128782,-0.5894968070722139,-0.6469364394260164,-0.5320571747184114
Y2-S2-058K25,-0.2925011854844459,-0.24992869844493384,-0.2309846493074445,-0.2389964741961226,-0.22297282441876637
Y2-S2-062M21,-0.480330519567288,-0.3713492630615201,-0.2223623136025729,0.07411424198748917,-0.5188388691926349
Y2-S2-065K21,-0.12500106838059663,-0.08357946490675758,0.020204751798036644,0.30933723144383707,-0.26892772784776375
Y2-S2-068K20,0.1355271614724428,0.05800482986205446,-0.07459234099826453,-0.23529620787740768,0.0861115258808786
Y2-S2-069K23,-0.8200394525805744,-0.7263874632607776,-0.7438552514266931,-0.7057421867901035,-0.7819683160632827
Y2-S2-070K25,0.2778545942742988,0.2689874056343836,0.32322839278100884,0.051331996305597205,0.5951247892564205
Y2-S2-071K29,-0.7826469680295571,-0.6588630807494883,-0.6413062180260187,-0.6241541937441246,-0.6584582423079126
Y2-S2-072M23,0.994017110513751,0.8432332632004431,0.762450292684465,0.8062657223571396,0.7186348630117905
Y2-S2-074M24,-0.47160202636463194,-0.4279483876780204,-0.46638539220150144,-0.8005714358363856,-0.13219934856661733
Y2-S2-076K22,1.5696084799259582,1.3141996339733697,1.2962809271999047,2.893089849144949,-0.30052799474513914
Y2-S2-077K20,-0.20420373725546798,-0.14067391025836398,-0.04979416343457478,0.20496699271596636,-0.30455531958511595
Y2-S2-078M27,-0.2669192323797007,-0.2380042422803431,-0.24237577214839034,-0.26177871987801427,-0.22297282441876637
Y2-S2-080K20,0.809628615647724,0.7008274884174432,0.6915125219404243,1.0510297014950756,0.33199534238577294
Y2-S2-081K20,-0.300864401641171,-0.29456762468676034,-0.35778114736378364,-0.6241541937441246,-0.0914081009834426
Y2-S2-082K20,-0.15987624508240023,-0.1360204742277894,-0.20212236326482275,-0.8821594288823642,0.47791470235271877
Y2-S2-084K38,1.4091520548163838,1.2774480373939725,1.2077192062080149,0.3358197434444437,2.079618668971586
Y2-S2-088K19,0.22835066998404296,0.24021837660069273,0.3111220688153968,0.5217779752182929,0.10046616241250061
Y2-S2-090M19,0.46535515788977927,0.40749814178529065,0.39874742969087124,-0.2882612318786212,1.0857560912603637
Y2-S2-092M28,-0.2441189888385665,-0.23095575880571906,-0.21628415169100257,0.19542600303437802,-0.6279943064163831
Y2-S2-094K22,1.490834763822557,1.166267754520382,0.8839228340521703,0.9636009850862235,0.8042446830181171
Y2-S2-095M27,0.10525980824469308,0.11893420402196353,0.1753095945711528,0.14616124535187947,0.20445794379042612
Y2-S2-096K22,-0.0688695208339889,-0.0552723128007703,-0.0848870564247845,-0.4609782076521671,0.2912040948025981
Y2-S2-100K21,0.25538312120052636,0.24484875062543882,0.2129953997088872,-0.37939021460618827,0.8053810140239627
Y2-S2-102M22,-0.6200627517928855,-0.5261917733482662,-0.5297696567915954,-0.7417656884722985,-0.31777362511089224
Y2-S2-104K22,-0.44024558160668836,-0.3955788604859005,-0.3746896429421659,-0.12138497946794871,-0.6279943064163831
Y2-S2-107K21,-0.24731123206097078,-0.2591531848902373,-0.36236516246941985,-0.6109129377438213,-0.1138173871950185
Y2-S2-108M20,-1.2572960825529411,-1.0976732729714536,-1.057181854655629,-0.9181829305645595,-1.1961807787466987
Y2-S2-109K20,0.5323232299011599,0.5234571449506047,0.6376637491522897,0.9657414421303822,0.3095860561741973
Y2-S2-111K20,-0.31269848752054813,-0.20212725116688107,-0.05163557029648336,0.13291998935157612,-0.23619112994454283
Y2-S2-112M21,-0.00557507052950279,-0.015895628351782695,-0.07588255547414297,-0.48376045333405887,0.33199534238577294
Y2-S2-113K19,-0.7885430280885273,-0.6508797872286477,-0.5397130132536663,-0.36984922492459993,-0.7095768015827326
Y2-S2-114K19,0.6390309706583663,0.610584874266193,0.6953547660163977,0.5313189648998814,0.859390567132914
Y2-S2-118K19,-0.37780972208822305,-0.3429693209274879,-0.329119174220748,-0.1801907268320356,-0.47804762160946035
Y2-S2-119K21,-0.1136424645259386,0.00921983731037071,0.2967609754481355,0.9848234214935591,-0.3913014705972881
Y2-S2-120K25,0.9901243437053219,0.9014178492372866,1.0046264665418558,1.4457284107246664,0.563524522359045
Y2-S2-121M22,1.76943937263169,1.522421975207491,1.486979943957087,0.9885236878122738,1.9854362001019001
Y2-S2-122K22,0.4047787414233649,0.3625968132693241,0.32379978670175147,-0.1801907268320356,0.8277903002355386
Y2-S2-123M22,-0.19407648641101333,-0.17534743065456052,-0.1585903858870798,-0.1574084811501438,-0.15977229062401577
Y2-S2-127K20,-0.3986933229244994,-0.36385518687400653,-0.4228313348398867,-0.9409651762464513,0.09530250656667794
Y2-S2-129K31,0.514272062208569,0.453955447908426,0.4015217147065747,-0.41541371628838353,1.218457145701533
Y2-S2-130K21,-0.09444112740161505,-0.03589562606052808,0.050721485489403896,0.02854975062370546,0.07289322035510233
Y2-S2-131M23,-0.9411270210693834,-0.7974703433235042,-0.7390847565858989,-0.696201197108515,-0.7819683160632827
Y2-S2-132M21,-0.290111922113736,-0.23836317097759208,-0.21278641873118886,-0.1801907268320356,-0.2453821106303421
Y2-S2-133K20,0.22163480746352732,0.16832241832823797,0.09391130967815157,-0.2257552181958192,0.41357783755212235
Y2-S2-134M23,-0.14641709514387727,-0.14091392491591093,-0.13027292386020387,0.4306489924907258,-0.6911948402111335
Y2-S2-135K23,0.8781005149592631,0.7885918832950252,0.747936274803181,0.39462549080853077,1.1012470587978314
Y2-S2-137K20,-0.3214541498701741,-0.24007662263133245,-0.12275109447823315,0.28655498576194505,-0.5320571747184114
Y2-S2-138K24,-0.915341736367435,-0.7735626267784111,-0.6874508296079936,-0.41541371628838353,-0.9594879429276039
Y2-S2-140K31,1.3063712979159243,1.2426774711805615,1.5329150368640219,2.2483670851841504,0.8174629885438933
Y2-S2-141K21,-0.5112415128063499,-0.47286437639535583,-0.5433778949045804,-0.9637474219283431,-0.12300836788081798
Y2-S2-142K23,-0.85166131594278,-0.7728217073780845,-0.800831067166135,-0.7645479341541903,-0.8371142001780796
Y2-S2-144M20,-0.4753758303756348,-0.43078344382728606,-0.43807940541188906,-0.2257552181958192,-0.6504035926279589
Y2-S2-146K21,-0.6834994635773812,-0.5997423790585498,-0.5825289190160879,-0.696201197108515,-0.46885664092366086
Y2-S2-147K19,0.5921664944517118,0.5525178966611729,0.6020109374786009,0.544560220900185,0.6594616540570168
Y2-S2-148K21,-0.37236946008525357,-0.31310817121144585,-0.32560996602367087,-0.5425662006981459,-0.10865373134919593
Y2-S2-149K18,0.3212636904001934,0.2758280126509845,0.23651941642044183,0.17264375735248613,0.30039507548839756
Y2-S2-150K21,-0.2291239550986635,-0.14586827164159594,-0.07129029354906283,-0.2522377301964259,0.10965714309830027
Y2-S2-152M20,0.8527115469146024,0.7573495446061039,0.6981350283897357,0.2542317503984649,1.1420383063810065
Y2-S2-153K20,1.18630654740777,1.0361761971908665,0.9985832098200809,1.0510297014950756,0.9461367181450859
Y2-S2-154K24,0.6747996560062793,0.5573259889415327,0.4682323271890576,0.11383800998839921,0.8226266443897161
Y2-S2-156K20,-1.0936499439330456,-0.9662515602991543,-0.9191862113731314,-0.696201197108515,-1.1421712256377479
Y2-S2-158K20,-0.8559012645469026,-0.7691134631953004,-0.7916400864803355,-0.7645479341541903,-0.8187322388064806
Y2-S2-159K18,-1.001256397298435,-0.9031980977689251,-0.9171468495388011,-0.5881306920619294,-1.2461630070156728
Y2-S2-160K20,0.217055741854924,0.15781969114050998,0.06302624390544245,-0.7189834427904067,0.8450359306012917
Y2-S2-161K21,0.19546355264141013,0.1830504668318061,0.16466212120902926,-0.1801907268320356,0.5095149692500941
Y2-S2-164K18,0.2476958573068565,0.23759599470335074,0.23504272220940542,-0.09860273378605681,0.5686881782048676
Y2-S2-166K18,1.6057890396849683,1.3500898246851918,1.2135888084005555,1.299493946951727,1.1276836698493842
Y2-S2-169M21,0.6023765253774627,0.5825281186193265,0.6439045698338359,0.19172573671566306,1.0960834029520088
Y2-S2-170K23,2.5080701845079534,2.1041681673579737,1.7840240727748864,1.456829209680811,2.111218935868962
Y2-S2-171K21,-0.2797813396720781,-0.26105343099328643,-0.25855759136484296,-0.2389964741961226,-0.2781187085335633
Y2-S2-175K21,-0.20076676850303965,-0.16101405305832467,-0.18686792432253604,-0.5425662006981459,0.16883035205307378
Y2-S2-176M26,0.010998753766818775,0.007907159965741595,0.009738260291441836,-0.1574084811501438,0.17688500173302749
Y2-S2-179K21,-0.08146233905771748,-0.06490185195497968,-0.07827515472208162,-0.37939021460618827,0.22283990516202506
Y2-S2-181K21,-0.7126350664860749,-0.5392712778157849,-0.2888855758592427,0.45927196153549116,-1.0370431132539766
Y2-S2-183K22,1.0054717023456916,0.821374865000511,0.645393218760141,0.16310276767089787,1.1276836698493842
Y2-S2-184K25,0.30335991950804064,0.20661882449945698,0.14996934193153172,1.0187064661315954,-0.718767782268532
Y2-S2-186K19,0.2062460626746821,0.12316083094568216,-0.04372511883310329,-0.8101124255179739,0.7226621878517674
Y2-S2-187M32,0.5089947547598471,0.5208705052633457,0.6902021059298336,0.8576709370837966,0.5227332747758706
Y2-S2-188M25,-0.4554245187255982,-0.396810977216668,-0.3825972570003763,-0.6146132040625362,-0.15058130993821642
Y2-S2-189K21,-0.7772180694535714,-0.684575191363757,-0.6449991570184391,-0.20297297251392737,-1.087025341522951
Y2-S2-190K21,3.7329869643131754,3.296811421993066,3.3103054213022514,3.49652903583028,3.124081806774223
Y2-S2-191K20,1.3485435818487483,1.1143711627380295,0.8771345778829129,0.29395551839937517,1.4603136373664507
Y2-S2-193K20,-1.126187597734079,-0.9779073557926958,-0.9013526934477478,-0.4381959619702752,-1.3645094249252203
Y2-S2-194K21,0.7378309694524098,0.5736737288866194,0.4432650340197527,1.031947722131899,-0.14541765409239357
Y2-S2-195K21,-0.21129522335903358,-0.14263296057732477,-0.02040276498979481,0.25053148407975007,-0.2913370140593397
Y2-S2-197K23,-0.07629397173174214,-0.08105162943541042,-0.10674977763930425,0.09105576430650744,-0.30455531958511595
Y2-S2-198K23,0.9076466515267501,0.7514422354468118,0.6378566857230868,0.525478241537008,0.7502351299091659
Y2-S2-200K18,0.9708373729251802,0.9067667550457662,0.9254471753700533,0.46297222785420605,1.3879221228859007
Y2-S2-202K23,2.559649835592928,2.216521088357185,1.9631858015600345,0.914336227403725,3.012035375716344
Y2-S2-203K22,-0.7102664961896027,-0.5903080361581089,-0.5191221834294719,-0.41541371628838353,-0.6228306505705604
Y2-S2-206K20,0.009627165271990257,0.08053005182638961,0.18965000692569667,0.051331996305597205,0.3279680175457962
Y2-S2-207M23,-0.3756936182505485,-0.3441783756524269,-0.3912283190026967,-0.8593771832004726,0.0769205451950791
Y2-S2-208K19,-0.6176227648421009,-0.568118049666551,-0.6165185567435822,-0.8233536815182774,-0.4096834319688872
Y2-S2-208K26,-0.5388632657402054,-0.4508422457519432,-0.38589153710813917,-0.03979698642196991,-0.7319860877943084
Y2-S2-211M23,-0.314874072756936,-0.17040837534888767,0.11740866801935443,0.844429681083493,-0.6096123450447841
Y2-S2-212K24,-0.011208317592556694,-0.02643889554349438,-0.018199394416828787,0.04179100662400889,-0.07818979545766647
Y2-S2-213K23,-0.8279895294701607,-0.7151136584703135,-0.6778978852111367,-0.696201197108515,-0.6595945733137583
Y2-S2-214K21,-0.5670934247471902,-0.45645073603777653,-0.2912749466893617,0.33211947712572876,-0.9146693705044522
Y2-S2-215M19,-0.35752963997082454,-0.32608702585119054,-0.3577783984239691,-0.5425662006981459,-0.17299059614979231
Y2-S2-216K24,-0.548950139541704,-0.5009616720462058,-0.5062598642571189,-0.2845609655599062,-0.7279587629543316
Y2-S2-220M19,-0.5496157452676402,-0.5070466994611114,-0.5308862657407338,-0.48376045333405887,-0.5780120781474087
Y2-S2-224K20,-0.31764283017508255,-0.11139192749628239,0.288298940586075,0.899535162128865,-0.3229372809567149
Y2-S2-228M20,-0.1413159501453885,-0.125263746570381,-0.16683976212163537,-0.42495470596997187,0.09127518172670115
Y2-S2-229K21,0.2925593220088764,0.23649745221365423,0.11911185402232391,-0.17649046051332062,0.41471416855796844
Y2-S2-230K20,-1.0935141585257682,-0.9640238493091442,-0.9421352147334738,-0.5065426990159507,-1.377727730450997
Y2-S2-231K22,-0.35189252244338387,-0.31618882602593185,-0.3579479050422342,-0.3889312042877768,-0.3269646057966917
Y2-S2-232K20,-0.43699772744995763,-0.39724618812798357,-0.3930573801366866,-0.026555730421666396,-0.7595590298517069
Y2-S2-233K19,-0.8354178508323008,-0.7402479077385006,-0.7572742608647054,-0.8233536815182774,-0.6911948402111335
Y2-S2-234K20,-0.22383243064843583,-0.18212725345813563,-0.17823961126003016,-0.37939021460618827,0.022910992086127985
Y2-S2-240K20,2.5013481619927997,2.2276069049149987,2.4210408846166316,3.4340230221474783,1.4080587470857848
Y2-S2-242K22,-0.7998253279346211,-0.7109415573627117,-0.7322831467302183,-0.8233536815182774,-0.6412126119421594
Y2-S2-244K18,-0.45681940590300996,-0.41938164880342477,-0.4603104587077507,-0.4477369516518638,-0.47288396576363767
Y2-S2-247K19,0.8541529633452629,0.6855179745572342,0.535505607294834,0.47991375017322446,0.5910974644164435
Y2-S2-250K25,-0.8362829176910538,-0.7589612629003617,-0.7874120577281225,-0.6469364394260164,-0.9278876760302286
Y2-S2-251M22,-0.03991916205660595,-0.0977156662521106,-0.2023107214491402,-0.09490246746734188,-0.3097189754309385
Y2-S2-253M20,-0.5762660968283415,-0.5496677711680653,-0.612657989582056,-0.5881306920619294,-0.6371852871021825
Y2-S2-257K25,-0.11871516773707078,-0.13084359084271233,-0.14625953704404954,0.4078667468088341,-0.7003858208969331
Y2-S2-260K19,0.4664662151345976,0.3444375830584807,0.19405399913181426,-0.4477369516518638,0.8358449499154923
Y2-S2-261K24,-0.08648330958325529,-0.048459565583898356,0.0997914281519455,1.377381673678991,-1.1777988173751
Y2-S2-262K26,0.007731215641369929,0.15696972010794974,0.5057053852339323,1.288393147995582,-0.2769823775277175
Y2-S2-265K19,-0.2225775232051274,-0.20269473071138872,-0.21297289846634687,-0.20297297251392737,-0.22297282441876637
Y2-S2-266K22,-0.1940208754766869,-0.2052121843811619,-0.3230391338600179,-0.868918172882061,0.22283990516202506
Y2-S2-267K23,0.40484856935919705,0.3633881350811025,0.3410821122411048,0.2542317503984649,0.4279324740837447
Y2-S2-268M21,0.07892559886832831,0.03688604545456989,-0.04612919331830549,-0.7189834427904067,0.6267250561537957
Y2-S2-269K20,-0.13714582947709802,-0.12976331256494367,-0.19331306834678819,-0.8593771832004726,0.4727510465068962
Y2-S2-270K21,0.318605137960835,0.25084283562490906,0.19552746492503104,0.05503226262431229,0.33602266722574975
Y2-S2-273K18,-0.042108964294499535,-0.09665286597249712,-0.2149975566455939,-0.5293249446978425,0.09932983140665474
Y2-S2-274K23,0.2322825411950416,0.31620258976189497,0.634507298890816,1.4287868884056478,-0.15977229062401577
Y2-S2-276K20,-0.09125275464359771,-0.0070531326095569224,0.13928884182877213,0.15570223503346786,0.1228754486240764
Y2-S2-278K20,-0.4432241466947704,-0.3804918832850834,-0.3335281848284897,-0.1574084811501438,-0.5096478885068356
Y2-S2-280M21,0.29506913689549313,0.19536249770714798,0.04964527960969037,0.17634402367120128,-0.07705346445182054
Y2-S2-281K22,-0.29999546431803137,-0.2764993368913524,-0.2701296960613176,-0.12138497946794871,-0.4188744126546865
Y2-S2-282M23,-0.8104911569163731,-0.7031073360839827,-0.6690743661160239,-0.578589702380341,-0.7595590298517069
Y2-S2-283K20,-0.118116784338621,-0.09295860760184599,-0.12972535090464332,-0.7189834427904067,0.45953274098112007
Y2-S2-284K20,1.158640802717094,0.9004024785772091,0.6500097811284083,0.9996244867684191,0.30039507548839756
Y2-S2-285M22,-0.22461471742589223,-0.13615686626564633,-0.05768755331570704,-0.19343198283233898,0.07805687620092489
Y2-S2-286K22,-0.5960011247357108,-0.5077645568556093,-0.47170755890633087,-0.3205844672421013,-0.6228306505705604
Y2-S2-287M23,-0.887446823900544,-0.7828101752295431,-0.7646298120462307,-0.6013719480622328,-0.9278876760302286
