PART_ID,temporal_CIRCLES,temporal_SQUARES,inspection_CIRCLES,inspection_SQUARES,temporal_circles_z,temporal_squares_z,inspection_circles_z,inspection_squares_z,temporal_mean,inspection_mean,temporal_best,inspection_best,ps_composite,temporal_factor,inspection_factor
Y2-S2-002K25,1.5,0.6666666666666666,3.5,4,0.056267581411019875,-0.9591420173521773,-0.5934671471477054,-0.01564349202252644,-0.45143721797057873,-0.30455531958511595,-0.9591420173521773,-0.5934671471477054,-0.3779962687778473,-0.6264324774779861,-0.5614537001204261
Y2-S2-003K22,0.6666666666666666,2,6.333333333333333,3.6666666666666665,-0.7596123490487678,-0.018250059526785687,1.1059286139974187,-0.25233632784162147,-0.3889312042877768,0.4267961430778986,-0.018250059526785687,1.1059286139974187,0.01893246939506093,0.14452312100092862,0.2534462824495879
Y2-S2-004K21,0,1.3333333333333333,3.6666666666666665,2.5,-1.4123162934165978,-0.4886960384394815,-0.49350269060975704,-1.0807612532084536,-0.9505061659280396,-0.7871319719091053,-0.4886960384394815,-0.49350269060975704,-0.8688190689185725,-0.786399861417637,-0.80651220411627
Y2-S2-008K23,1.1666666666666667,7.333333333333333,13.666666666666666,6.833333333333333,-0.2700843907728951,3.7453177717747805,5.504364701667153,1.9962456124397803,1.7376166905009427,3.7503051570534662,3.7453177717747805,5.504364701667153,2.7439609237772045,3.744756275294888,3.9321106800400436
Y2-S2-009K22,2.3333333333333335,0.8333333333333334,5.5,2.8333333333333335,0.8721475118708076,-0.8415305226240032,0.6061063313076764,-0.8440684173893586,0.015308494623402225,-0.11898104304084106,-0.8415305226240032,0.6061063313076764,-0.05183627420871942,-0.3293542357552198,-0.25762371188026656
Y2-S2-010K21,0.5,1,3.6666666666666665,2.6666666666666665,-0.9227883351407253,-0.7239190278958293,-0.49350269060975704,-0.9624148352989063,-0.8233536815182774,-0.7279587629543316,-0.7239190278958293,-0.49350269060975704,-0.7756562222363045,-0.8154120876098371,-0.8120010230440255
Y2-S2-011K24,1.6666666666666667,7.166666666666667,4.333333333333333,4.666666666666667,0.21944356750297747,3.627706277046607,-0.09364486445796318,0.4577421796156636,1.9235749222747922,0.18204865757885022,3.627706277046607,-0.09364486445796318,1.0528117899268212,1.8728957982755077,1.4286609366762466
Y2-S2-012M26,1,1.5,4.166666666666667,3.6666666666666665,-0.4332603768648527,-0.3710845437113075,-0.1936093209959113,-0.25233632784162147,-0.40217246028808007,-0.22297282441876637,-0.3710845437113075,-0.1936093209959113,-0.31257264235342325,-0.34282054454663674,-0.318627366872826
Y2-S2-013M31,0.5,1.5,2.5,3.3333333333333335,-0.9227883351407253,-0.3710845437113075,-1.1932538863753965,-0.4890291636607162,-0.6469364394260164,-0.8411415250180564,-0.3710845437113075,-1.1932538863753965,-0.7440389822220363,-0.7279448118563078,-0.7980951816260072
Y2-S2-014K21,0.3333333333333333,1.8333333333333333,3.3333333333333335,1.3333333333333333,-1.0859643212326828,-0.1358615542549597,-0.6934316036856539,-1.909186178575286,-0.6109129377438213,-1.30130889113047,-0.1358615542549597,-0.6934316036856539,-0.9561109144371456,-0.8156765305044198,-0.9722674053044289
Y2-S2-015K27,0.6666666666666666,2.8333333333333335,4,3.8333333333333335,-0.7596123490487678,0.5698074141140841,-0.29357377753386,-0.1339899099320738,-0.09490246746734188,-0.21378184373296688,0.5698074141140841,-0.29357377753386,-0.15434215560015438,0.07592870023471235,-0.009963021368409257
Y2-S2-017K23,3,1.5,3.8333333333333335,2.5,1.5248514562386377,-0.3710845437113075,-0.3935382340718084,-1.0807612532084536,0.5768834562636651,-0.737149743640131,-0.3710845437113075,-0.3935382340718084,-0.08013314368823295,-0.34715913238049056,-0.46597596484768466
Y2-S2-018K21,0.3333333333333333,0.6666666666666666,4,4.333333333333333,-1.0859643212326828,-0.9591420173521773,-0.29357377753386,0.22104934379656827,-1.0225531692924301,-0.036262216868645863,-0.9591420173521773,-0.29357377753386,-0.5294076930805379,-0.6292916631653079,-0.4827060330347433
Y2-S2-019K19,1,1.5,4.833333333333333,2.5,-0.4332603768648527,-0.3710845437113075,0.2062485051558823,-1.0807612532084536,-0.40217246028808007,-0.43725637402628564,-0.3710845437113075,0.2062485051558823,-0.4197144171571829,-0.41986254957123736,-0.4216212859156149
Y2-S2-020K19,0.8333333333333334,0.5,4.833333333333333,2.3333333333333335,-0.5964363629568102,-1.076753512080351,0.2062485051558823,-1.1991076711180009,-0.8365949375185806,-0.49642958298105927,-1.076753512080351,0.2062485051558823,-0.66651226024982,-0.81028632715704,-0.7257149090615522
Y2-S2-021M22,2.1666666666666665,1.3333333333333333,3.5,7.166666666666667,0.7089715257788498,-0.4886960384394815,-0.5934671471477054,2.2329384482588757,0.11013774366968415,0.8197356505555851,-0.4886960384394815,-0.5934671471477054,0.46493669711263463,0.1871169729791679,0.34159350091048707
Y2-S2-022M27,0.5,1.3333333333333333,3,4,-0.9227883351407253,-0.4886960384394815,-0.8933605167615509,-0.01564349202252644,-0.7057421867901035,-0.4545020043920387,-0.4886960384394815,-0.8933605167615509,-0.5801220955910711,-0.5970646490872851,-0.588785787079375
Y2-S2-024M20,2,1.5,3.1666666666666665,3.5,0.5457955396868924,-0.3710845437113075,-0.7933960602236025,-0.37068274575116883,0.08735549798779246,-0.5820394029873857,-0.3710845437113075,-0.7933960602236025,-0.24734195249979662,-0.4149145009561777,-0.48578073647321474
Y2-S2-025K21,1.3333333333333333,1.3333333333333333,3.1666666666666665,2.1666666666666665,-0.10690840468093772,-0.4886960384394815,-0.7933960602236025,-1.3174540890275486,-0.29780222156020963,-1.0554250746255756,-0.4886960384394815,-0.7933960602236025,-0.6766136480928926,-0.7638405046308906,-0.8707193286083384
Y2-S2-026K24,1.1666666666666667,1.6666666666666667,3.5,3.6666666666666665,-0.2700843907728951,-0.2534730489831335,-0.5934671471477054,-0.25233632784162147,-0.26177871987801427,-0.4229017374946634,-0.2534730489831335,-0.5934671471477054,-0.34234022868633884,-0.3748982542016732,-0.40764801007522616
Y2-S2-027K22,1.1666666666666667,3.5,3.6666666666666665,4.166666666666667,-0.2700843907728951,1.0402533930267799,-0.49350269060975704,0.10270292588702123,0.38508450112694237,-0.1953998823613679,1.0402533930267799,-0.49350269060975704,0.09484230938278725,0.36307386852810586,0.201154176904343
Y2-S2-028K24,1.6666666666666667,1.6666666666666667,2.8333333333333335,2.3333333333333335,0.21944356750297747,-0.2534730489831335,-0.9933249732994993,-1.1991076711180009,-0.017014740740078013,-1.09621632220875,-0.2534730489831335,-0.9933249732994993,-0.556615531474414,-0.6377009409348731,-0.7943639898510622
Y2-S2-029M24,2.3333333333333335,1.5,2.5,3.5,0.8721475118708076,-0.3710845437113075,-1.1932538863753965,-0.37068274575116883,0.25053148407975007,-0.7819683160632827,-0.3710845437113075,-1.1932538863753965,-0.2657184159917663,-0.4846465827588958,-0.6025937779896156
Y2-S2-030K23,0.3333333333333333,1.8333333333333333,3.5,3,-1.0859643212326828,-0.1358615542549597,-0.5934671471477054,-0.7257219994798112,-0.6109129377438213,-0.6595945733137583,-0.1358615542549597,-0.5934671471477054,-0.6352537555287898,-0.5224299544666444,-0.5802395225622088
Y2-S2-033K24,1,1.5,3.8333333333333335,4.333333333333333,-0.4332603768648527,-0.3710845437113075,-0.3935382340718084,0.22104934379656827,-0.40217246028808007,-0.08624444513762006,-0.3710845437113075,-0.3935382340718084,-0.24420845271285008,-0.29100136853246744,-0.24935268979811603
Y2-S2-034K26,0.8333333333333334,2.6666666666666665,5.166666666666667,5.166666666666667,-0.5964363629568102,0.45219591938591,0.40617741823177966,0.812781433344306,-0.07212022178545013,0.6094794257880428,0.45219591938591,0.40617741823177966,0.26867960200129637,0.4420268461196811,0.5020027829019925
Y2-S2-035K29,1.3333333333333333,1.3333333333333333,7.833333333333333,5.666666666666667,-0.10690840468093772,-0.4886960384394815,2.0056087228389554,1.1678206870729484,-0.29780222156020963,1.586714704955952,-0.4886960384394815,2.0056087228389554,0.6444562416978712,0.5586097504585896,0.8972036955563277
Y2-S2-037K20,0.16666666666666666,1.5,2.8333333333333335,4,-1.2491403073246403,-0.3710845437113075,-0.9933249732994993,-0.01564349202252644,-0.8101124255179739,-0.5044842326610128,-0.3710845437113075,-0.9933249732994993,-0.6572983290894934,-0.6063935540394202,-0.6120074630348964
Y2-S2-045K30,3.8333333333333335,2.8333333333333335,3.8333333333333335,2.5,2.3407313866984256,0.5698074141140841,-0.3935382340718084,-1.0807612532084536,1.4552694004062547,-0.737149743640131,0.5698074141140841,-0.3935382340718084,0.35905982838306194,0.21017806909348644,-0.054609724618689626
Y2-S2-047M32,0.8333333333333334,1.6666666666666667,4.333333333333333,3,-0.5964363629568102,-0.2534730489831335,-0.09364486445796318,-0.7257219994798112,-0.42495470596997187,-0.4096834319688872,-0.2534730489831335,-0.09364486445796318,-0.41731906896942955,-0.38426845441351654,-0.3965831773094429
Y2-S2-049K21,1,1.3333333333333333,6.333333333333333,4.5,-0.4332603768648527,-0.4886960384394815,1.1059286139974187,0.33939576170611596,-0.4609782076521671,0.7226621878517674,-0.4886960384394815,1.1059286139974187,0.13084199009980013,0.087487025230043855,0.2909727795395123
Y2-S2-051K23,1.8333333333333333,2.3333333333333335,4.666666666666667,3,0.3826195535949349,0.2169729299295623,0.10628404861793418,-0.7257219994798112,0.2997962417622486,-0.3097189754309385,0.2169729299295623,0.10628404861793418,-0.0049613668343449595,0.01791695717224301,-0.06706109476547917
Y2-S2-053K19,1.5,1,5.833333333333333,2.5,0.056267581411019875,-0.7239190278958293,0.8060352443835733,-1.0807612532084536,-0.3338257232424047,-0.13736300441244015,-0.7239190278958293,0.8060352443835733,-0.23559436382742244,-0.3691270300119306,-0.28615729080217195
Y2-S2-054K22,2.6666666666666665,1.5,4.833333333333333,5,1.1984994840547225,-0.3710845437113075,0.2062485051558823,0.6944350154347583,0.4137074701717075,0.4503417602953203,-0.3710845437113075,0.2062485051558823,0.4320246152335139,0.17608436647908643,0.25711566661999974
Y2-S2-055K22,1,1.6666666666666667,3.6666666666666665,4.166666666666667,-0.4332603768648527,-0.2534730489831335,-0.49350269060975704,0.10270292588702123,-0.3433667129239931,-0.1953998823613679,-0.2534730489831335,-0.49350269060975704,-0.2693832976426805,-0.28752627828949107,-0.27904871567303946
Y2-S2-056M23,0.5,1.5,3.3333333333333335,3.5,-0.9227883351407253,-0.3710845437113075,-0.6934316036856539,-0.37068274575116883,-0.6469364394260164,-0.5320571747184114,-0.3710845437113075,-0.6934316036856539,-0.5894968070722139,-0.5649329348506096,-0.5801720881398384
Y2-S2-058K25,1.3333333333333333,1.5,4.166666666666667,3.6666666666666665,-0.10690840468093772,-0.3710845437113075,-0.1936093209959113,-0.25233632784162147,-0.2389964741961226,-0.22297282441876637,-0.3710845437113075,-0.1936093209959113,-0.2309846493074445,-0.30342020234778705,-0.2895462816855968
Y2-S2-062M21,2.3333333333333335,1,4.166666666666667,2.8333333333333335,0.8721475118708076,-0.7239190278958293,-0.1936093209959113,-0.8440684173893586,0.07411424198748917,-0.5188388691926349,-0.7239190278958293,-0.1936093209959113,-0.2223623136025729,-0.49026454051124907,-0.5070790243799113
Y2-S2-065K21,2.3333333333333335,1.6666666666666667,5,2.8333333333333335,0.8721475118708076,-0.2534730489831335,0.306212961693831,-0.8440684173893586,0.30933723144383707,-0.26892772784776375,-0.2534730489831335,0.306212961693831,0.020204751798036644,-0.12443083752086301,-0.15537960236991274
Y2-S2-068K20,0.5,2.6666666666666665,5,3.8333333333333335,-0.9227883351407253,0.45219591938591,0.306212961693831,-0.1339899099320738,-0.23529620787740768,0.0861115258808786,0.45219591938591,0.306212961693831,-0.07459234099826453,0.16257262189053262,0.15200468518580576
Y2-S2-069K23,0.5,1.3333333333333333,2.5,3.5,-0.9227883351407253,-0.4886960384394815,-1.1932538863753965,-0.37068274575116883,-0.7057421867901035,-0.7819683160632827,-0.4886960384394815,-1.1932538863753965,-0.7438552514266931,-0.7587030080996761,-0.8048726874269913
Y2-S2-070K25,2.1666666666666665,1.1666666666666667,6.5,4,0.7089715257788498,-0.6063075331676554,1.2058930705353674,-0.01564349202252644,0.051331996305597205,0.5951247892564205,-0.6063075331676554,1.2058930705353674,0.32322839278100884,0.11552774466808848,0.28023086314321294
Y2-S2-071K29,0.6666666666666666,1.3333333333333333,1.3333333333333333,4.833333333333333,-0.7596123490487678,-0.4886960384394815,-1.893005082141036,0.5760885975252107,-0.6241541937441246,-0.6584582423079126,-0.4886960384394815,-1.893005082141036,-0.6413062180260187,-0.7172138029730885,-0.7612033857116793
Y2-S2-072M23,1.6666666666666667,4,5.333333333333333,5.333333333333333,0.21944356750297747,1.3930878772113016,0.5061418747697278,0.931127851253853,0.8062657223571396,0.7186348630117905,1.3930878772113016,0.5061418747697278,0.762450292684465,1.053243500597788,0.9853979899135261
Y2-S2-074M24,0.6666666666666666,0.8333333333333334,4.666666666666667,3.5,-0.7596123490487678,-0.8415305226240032,0.10628404861793418,-0.37068274575116883,-0.8005714358363856,-0.13219934856661733,-0.8415305226240032,0.10628404861793418,-0.46638539220150144,-0.5563860887364751,-0.44317505576942495
Y2-S2-076K22,3.1666666666666665,7.833333333333333,4.5,3.1666666666666665,1.688027442330595,4.098152255959302,0.006319592079985503,-0.6073755815702638,2.893089849144949,-0.30052799474513914,4.098152255959302,0.006319592079985503,1.2962809271999047,2.0675314941255043,1.445332199365465
Y2-S2-077K20,2,1.8333333333333333,3.5,4,0.5457955396868924,-0.1358615542549597,-0.5934671471477054,-0.01564349202252644,0.20496699271596636,-0.30455531958511595,-0.1358615542549597,-0.5934671471477054,-0.04979416343457478,-0.16585016144996567,-0.22150148598627548
Y2-S2-078M27,1.1666666666666667,1.6666666666666667,4.166666666666667,3.6666666666666665,-0.2700843907728951,-0.2534730489831335,-0.1936093209959113,-0.25233632784162147,-0.26177871987801427,-0.22297282441876637,-0.2534730489831335,-0.1936093209959113,-0.24237577214839034,-0.2657658302001053,-0.2617538833715961
Y2-S2-080K20,2.1666666666666665,4,4.833333333333333,4.666666666666667,0.7089715257788498,1.3930878772113016,0.2062485051558823,0.4577421796156636,1.0510297014950756,0.33199534238577294,1.3930878772113016,0.2062485051558823,0.6915125219404243,0.9241093078799335,0.7773772822401225
Y2-S2-081K20,0.6666666666666666,1.3333333333333333,5,3.3333333333333335,-0.7596123490487678,-0.4886960384394815,0.306212961693831,-0.4890291636607162,-0.6241541937441246,-0.0914081009834426,-0.4886960384394815,0.306212961693831,-0.35778114736378364,-0.35635259399811,-0.27878460480139544
Y2-S2-082K20,0.5,0.8333333333333334,4.333333333333333,5.5,-0.9227883351407253,-0.8415305226240032,-0.09364486445796318,1.0494742691634007,-0.8821594288823642,0.47791470235271877,-0.8415305226240032,-0.09364486445796318,-0.20212236326482275,-0.311496307791824,-0.1039974404352797
Y2-S2-084K38,1.6666666666666667,2.6666666666666665,5.333333333333333,9.166666666666666,0.21944356750297747,0.45219591938591,0.5061418747697278,3.6530954631734445,0.3358197434444437,2.079618668971586,0.45219591938591,0.5061418747697278,1.2077192062080149,1.2061231357069173,1.4645094701051227
Y2-S2-088K19,2.1666666666666665,2.5,3.6666666666666665,5,0.7089715257788498,0.33458442465773613,-0.49350269060975704,0.6944350154347583,0.5217779752182929,0.10046616241250061,0.33458442465773613,-0.49350269060975704,0.3111220688153968,0.2701293706607074,0.2121769625534951
Y2-S2-090M19,1.8333333333333333,0.6666666666666666,8.333333333333334,3.8333333333333335,0.3826195535949349,-0.9591420173521773,2.305502092452801,-0.1339899099320738,-0.2882612318786212,1.0857560912603637,-0.9591420173521773,2.305502092452801,0.39874742969087124,0.17758159172849247,0.4898043685614894
Y2-S2-092M28,1.5,2.5,4,2.6666666666666665,0.056267581411019875,0.33458442465773613,-0.29357377753386,-0.9624148352989063,0.19542600303437802,-0.6279943064163831,0.33458442465773613,-0.29357377753386,-0.21628415169100257,-0.12645395978854487,-0.2708142359619857
Y2-S2-094K22,0.6666666666666666,5.833333333333333,7,4.166666666666667,-0.7596123490487678,2.686814319221215,1.505786440149213,0.10270292588702123,0.9636009850862235,0.8042446830181171,2.686814319221215,1.505786440149213,0.8839228340521703,1.6525990806971624,1.4796643553482627
Y2-S2-095M27,2,1.6666666666666667,5,4.166666666666667,0.5457955396868924,-0.2534730489831335,0.306212961693831,0.10270292588702123,0.14616124535187947,0.20445794379042612,-0.2534730489831335,0.306212961693831,0.1753095945711528,0.04893959631019393,0.09998279329590806
Y2-S2-096K22,1,1.3333333333333333,4.5,4.833333333333333,-0.4332603768648527,-0.4886960384394815,0.006319592079985503,0.5760885975252107,-0.4609782076521671,0.2912040948025981,-0.4886960384394815,0.006319592079985503,-0.0848870564247845,-0.15943444676679114,-0.039125198682207624
Y2-S2-100K21,1.1666666666666667,1.3333333333333333,4.833333333333333,6,-0.2700843907728951,-0.4886960384394815,0.2062485051558823,1.4045135228920431,-0.37939021460618827,0.8053810140239627,-0.4886960384394815,0.2062485051558823,0.2129953997088872,0.10100636535958599,0.29725045300964065
Y2-S2-102M22,0.6666666666666666,1,2.6666666666666665,4.666666666666667,-0.7596123490487678,-0.7239190278958293,-1.093289429837448,0.4577421796156636,-0.7417656884722985,-0.31777362511089224,-0.7239190278958293,-1.093289429837448,-0.5297696567915954,-0.640254388467904,-0.589636449226281
Y2-S2-104K22,1.3333333333333333,1.8333333333333333,4,2.6666666666666665,-0.10690840468093772,-0.1358615542549597,-0.29357377753386,-0.9624148352989063,-0.12138497946794871,-0.6279943064163831,-0.1358615542549597,-0.29357377753386,-0.3746896429421659,-0.37557230387639595,-0.45468654218606136
Y2-S2-107K21,0.3333333333333333,1.8333333333333333,4.333333333333333,3.8333333333333335,-1.0859643212326828,-0.1358615542549597,-0.09364486445796318,-0.1339899099320738,-0.6109129377438213,-0.1138173871950185,-0.1358615542549597,-0.09364486445796318,-0.36236516246941985,-0.25303268944599294,-0.22009468864951517
Y2-S2-108M20,0.6666666666666666,0.5,2.5,2.3333333333333335,-0.7596123490487678,-1.076753512080351,-1.1932538863753965,-1.1991076711180009,-0.9181829305645595,-1.1961807787466987,-1.076753512080351,-1.1932538863753965,-1.057181854655629,-1.2119499822619522,-1.2508848951178717
Y2-S2-109K20,2.8333333333333335,2.8333333333333335,4.166666666666667,5.166666666666667,1.3616754701466802,0.5698074141140841,-0.1936093209959113,0.812781433344306,0.9657414421303822,0.3095860561741973,0.5698074141140841,-0.1936093209959113,0.6376637491522897,0.5720848065575345,0.4999810448775379
Y2-S2-111K20,2.3333333333333335,1.1666666666666667,3.3333333333333335,4.333333333333333,0.8721475118708076,-0.6063075331676554,-0.6934316036856539,0.22104934379656827,0.13291998935157612,-0.23619112994454283,-0.6063075331676554,-0.6934316036856539,-0.05163557029648336,-0.3299584042324574,-0.3271148258921524
Y2-S2-112M21,0.8333333333333334,1.5,4.833333333333333,4.666666666666667,-0.5964363629568102,-0.3710845437113075,0.2062485051558823,0.4577421796156636,-0.48376045333405887,0.33199534238577294,-0.3710845437113075,0.2062485051558823,-0.07588255547414297,-0.0938102096220638,0.02605882787697686
Y2-S2-113K19,1.6666666666666667,0.6666666666666666,3.3333333333333335,3,0.21944356750297747,-0.9591420173521773,-0.6934316036856539,-0.7257219994798112,-0.36984922492459993,-0.7095768015827326,-0.9591420173521773,-0.6934316036856539,-0.5397130132536663,-0.7935934944013833,-0.7967192998425064
Y2-S2-114K19,2.6666666666666665,1.8333333333333333,6,5.166666666666667,1.1984994840547225,-0.1358615542549597,0.9059997009215219,0.812781433344306,0.5313189648998814,0.859390567132914,-0.1358615542549597,0.9059997009215219,0.6953547660163977,0.5083715419797817,0.6326517052732141
Y2-S2-118K19,1.3333333333333333,1.6666666666666667,4.5,2.6666666666666665,-0.10690840468093772,-0.2534730489831335,0.006319592079985503,-0.9624148352989063,-0.1801907268320356,-0.47804762160946035,-0.2534730489831335,0.006319592079985503,-0.329119174220748,-0.3510775291223266,-0.3875988880659541
Y2-S2-119K21,3.8333333333333335,1.5,4,3.3333333333333335,2.3407313866984256,-0.3710845437113075,-0.29357377753386,-0.4890291636607162,0.9848234214935591,-0.3913014705972881,-0.3710845437113075,-0.29357377753386,0.2967609754481355,-0.08839343586428253,-0.179022544670548
Y2-S2-120K25,3.3333333333333335,3.5,6,4.333333333333333,1.851203428422553,1.0402533930267799,0.9059997009215219,0.22104934379656827,1.4457284107246664,0.563524522359045,1.0402533930267799,0.9059997009215219,1.0046264665418558,1.0277359238298551,0.9363661091906688
Y2-S2-121M22,3,2.6666666666666665,11.333333333333334,3.8333333333333335,1.5248514562386377,0.45219591938591,4.104862310135874,-0.1339899099320738,0.9885236878122738,1.9854362001019001,0.45219591938591,4.104862310135874,1.486979943957087,1.494833216396801,1.7561070277745097
Y2-S2-122K22,1.3333333333333333,1.6666666666666667,5.5,5.5,-0.10690840468093772,-0.2534730489831335,0.6061063313076764,1.0494742691634007,-0.1801907268320356,0.8277903002355386,-0.2534730489831335,0.6061063313076764,0.32379978670175147,0.26475900594357693,0.43568469880222205
Y2-S2-123M22,1.5,1.5,5.166666666666667,3,0.056267581411019875,-0.3710845437113075,0.40617741823177966,-0.7257219994798112,-0.1574084811501438,-0.15977229062401577,-0.3710845437113075,0.40617741823177966,-0.1585903858870798,-0.22640678326096367,-0.19838628946306222
Y2-S2-127K20,0.5,0.6666666666666666,4.833333333333333,4,-0.9227883351407253,-0.9591420173521773,0.2062485051558823,-0.01564349202252644,-0.9409651762464513,0.09530250656667794,-0.9591420173521773,0.2062485051558823,-0.4228313348398867,-0.5263686560713998,-0.3569087022748537
Y2-S2-129K31,1.3333333333333333,1,7,5.333333333333333,-0.10690840468093772,-0.7239190278958293,1.505786440149213,0.931127851253853,-0.41541371628838353,1.218457145701533,-0.7239190278958293,1.505786440149213,0.4015217147065747,0.2542924399549401,0.5590592851482972
Y2-S2-130K21,2,1.3333333333333333,4.166666666666667,4.5,0.5457955396868924,-0.4886960384394815,-0.1936093209959113,0.33939576170611596,0.02854975062370546,0.07289322035510233,-0.4886960384394815,-0.1936093209959113,0.050721485489403896,-0.1489923261785024,-0.09593987668559747
Y2-S2-131M23,1,0.6666666666666666,2.5,3.5,-0.4332603768648527,-0.9591420173521773,-1.1932538863753965,-0.37068274575116883,-0.696201197108515,-0.7819683160632827,-0.9591420173521773,-1.1932538863753965,-0.7390847565858989,-0.9290206677898277,-0.9305828232766086
Y2-S2-132M21,1.3333333333333333,1.6666666666666667,3.5,4.166666666666667,-0.10690840468093772,-0.2534730489831335,-0.5934671471477054,0.10270292588702123,-0.1801907268320356,-0.2453821106303421,-0.2534730489831335,-0.5934671471477054,-0.21278641873118886,-0.27540904209103334,-0.2864411621617178
Y2-S2-133K20,1,2,5.5,4.333333333333333,-0.4332603768648527,-0.018250059526785687,0.6061063313076764,0.22104934379656827,-0.2257552181958192,0.41357783755212235,-0.018250059526785687,0.6061063313076764,0.09391130967815157,0.15389332121277194,0.24238144968380465
Y2-S2-134M23,1.5,3.1666666666666665,3,3.3333333333333335,0.056267581411019875,0.8050304035704318,-0.8933605167615509,-0.4890291636607162,0.4306489924907258,-0.6911948402111335,0.8050304035704318,-0.8933605167615509,-0.13027292386020387,0.04565096521248285,-0.17810192196044458
Y2-S2-135K23,1.6666666666666667,2.8333333333333335,4.833333333333333,6.833333333333333,0.21944356750297747,0.5698074141140841,0.2062485051558823,1.9962456124397803,0.39462549080853077,1.1012470587978314,0.5698074141140841,0.2062485051558823,0.747936274803181,0.8092795029005114,0.899645724492178
Y2-S2-137K20,2.1666666666666665,1.8333333333333333,3.3333333333333335,3.5,0.7089715257788498,-0.1358615542549597,-0.6934316036856539,-0.37068274575116883,0.28655498576194505,-0.5320571747184114,-0.1358615542549597,-0.6934316036856539,-0.12275109447823315,-0.25322213736214777,-0.35010078038846215
Y2-S2-138K24,1.3333333333333333,1,2.5,3,-0.10690840468093772,-0.7239190278958293,-1.1932538863753965,-0.7257219994798112,-0.41541371628838353,-0.9594879429276039,-0.7239190278958293,-1.1932538863753965,-0.6874508296079936,-0.8547002801079798,-0.9235021615940426
Y2-S2-140K31,5.333333333333333,3,7.833333333333333,3.5,3.809315261526043,0.687418908842258,2.0056087228389554,-0.37068274575116883,2.2483670851841504,0.8174629885438933,0.687418908842258,2.0056087228389554,1.5329150368640219,1.259206778267254,1.2072854704930243
Y2-S2-141K21,0.3333333333333333,0.8333333333333334,4.5,3.6666666666666665,-1.0859643212326828,-0.8415305226240032,0.006319592079985503,-0.25233632784162147,-0.9637474219283431,-0.12300836788081798,-0.8415305226240032,0.006319592079985503,-0.5433778949045804,-0.5964731899319785,-0.47317423752593046
